"Name","State","Tags","group","seed","train_fraction","test_total_r2"
"random_43","finished","complete","random","43","0.25","0.1719460487365723"
"random_43","finished","complete","random","43","0.5","0.21455645561218264"
"random_43","finished","complete","random","43","0.1","0.1148214340209961"
"random_43","finished","","random","43","1","0.23198693990707395"
"random_43","finished","complete","random","43","0.05","0.09051591157913208"
"random_44","finished","","random","44","1","0.21843057870864868"
"random_44","finished","complete","random","44","0.05","0.093389630317688"
"random_44","finished","complete","random","44","0.5","0.19733428955078125"
"random_44","finished","complete","random","44","0.25","0.16598713397979736"
"random_44","finished","complete","random","44","0.1","0.11872822046279909"
"random_45","finished","complete","random","45","0.05","0.09382861852645874"
"random_45","finished","","random","45","1","0.23096996545791623"
"random_45","finished","complete","random","45","0.25","0.15882140398025513"
"random_45","finished","complete","random","45","0.5","0.19881552457809448"
"random_45","finished","complete","random","45","0.1","0.11646276712417604"
"random_46","finished","complete","random","46","0.5","0.1897033452987671"
"random_46","finished","","random","46","1","0.21827703714370728"
"random_46","finished","complete","random","46","0.25","0.13804733753204346"
"random_46","finished","complete","random","46","0.05","0.06028848886489868"
"random_46","finished","complete","random","46","0.1","0.1042494773864746"
"random_47","finished","","random","47","1","0.22684353590011597"
"random_47","finished","complete","random","47","0.5","0.19158458709716797"
"random_47","finished","complete","random","47","0.25","0.16150981187820437"
"random_47","finished","complete","random","47","0.1","0.13018399477005005"
"random_47","finished","complete","random","47","0.05","0.09926766157150269"
"random_48","finished","complete","random","48","0.5","0.207197904586792"
"random_48","finished","complete","random","48","0.1","0.12660175561904907"
"random_48","finished","complete","random","48","0.05","0.01661527156829834"
"random_48","finished","complete","random","48","0.25","0.17185258865356445"
"random_48","finished","","random","48","1","0.22930586338043213"
"random_49","finished","complete","random","49","0.05","0.04030656814575195"
"random_49","finished","complete","random","49","0.5","0.207888662815094"
"random_49","finished","","random","49","1","0.2284407615661621"
"random_49","finished","complete","random","49","0.25","0.17004334926605225"
"random_49","finished","complete","random","49","0.1","0.12139272689819336"
"random_50","finished","complete","random","50","0.05","0.07728332281112671"
"random_50","finished","complete","random","50","0.25","0.16492348909378052"
"random_50","finished","complete","random","50","0.5","0.19911104440689087"
"random_50","finished","","random","50","1","0.22720253467559817"
"random_50","finished","complete","random","50","0.1","0.1050271987915039"
"random_51","finished","complete","random","51","0.5","0.2024340033531189"
"random_51","finished","complete","random","51","0.1","0.128315269947052"
"random_51","finished","complete","random","51","0.25","0.1713013052940369"
"random_51","finished","","random","51","1","0.2250394821166992"
"random_51","finished","complete","random","51","0.05","0.034794628620147705"
"trained_42","finished","complete","trained","42","0.25","0.4979448318481446"
"trained_42","finished","complete","trained","42","0.1","0.20205342769622803"
"trained_42","finished","complete","trained","42","0.05","0.10510104894638062"
"trained_42","finished","complete","trained","42","0.5","0.5876948833465576"
"trained_42","finished","","trained","42","1","0.6287374496459961"
"trained_43","finished","complete","trained","43","0.5","0.5557184219360352"
"trained_43","finished","","trained","43","1","0.6236506700515747"
"trained_43","finished","complete","trained","43","0.25","0.46564221382141113"
"trained_43","finished","complete","trained","43","0.1","0.20745688676834104"
"trained_43","finished","complete","trained","43","0.05","0.12806910276412964"
"trained_44","finished","complete","trained","44","0.05","0.1511726975440979"
"trained_44","finished","","trained","44","1","0.6270845532417297"
"trained_44","finished","complete","trained","44","0.5","0.5749885439872742"
"trained_44","finished","complete","trained","44","0.1","0.20189642906188965"
"trained_44","finished","complete","trained","44","0.25","0.4430809020996094"
"trained_45","finished","","trained","45","1","0.6214355230331421"
"trained_45","finished","complete","trained","45","0.5","0.5848932266235352"
"trained_45","finished","complete","trained","45","0.05","0.13889199495315552"
"trained_45","finished","complete","trained","45","0.25","0.4967737793922424"
"trained_45","finished","complete","trained","45","0.1","0.324354350566864"
"trained_46","finished","complete","trained","46","0.5","0.5739590525627136"
"trained_46","finished","complete","trained","46","0.1","0.3189997673034668"
"trained_46","finished","","trained","46","1","0.6237485408782959"
"trained_46","finished","complete","trained","46","0.05","0.11306780576705933"
"trained_46","finished","complete","trained","46","0.25","0.49441492557525635"
"trained_47","finished","","trained","47","1","0.628824770450592"
"trained_47","finished","complete","trained","47","0.05","0.29085850715637207"
"trained_47","finished","complete","trained","47","0.25","0.4780706763267517"
"trained_47","finished","complete","trained","47","0.1","0.3368382453918457"
"trained_47","finished","complete","trained","47","0.5","0.5758668184280396"
"trained_48","finished","complete","trained","48","0.05","0.1204061508178711"
"trained_48","finished","complete","trained","48","0.1","0.2497798204421997"
"trained_48","finished","complete","trained","48","0.5","0.5294315814971924"
"trained_48","finished","","trained","48","1","0.615549623966217"
"trained_48","finished","complete","trained","48","0.25","0.3859672546386719"
"trained_49","finished","complete","trained","49","0.1","0.2104167342185974"
"trained_49","finished","complete","trained","49","0.05","0.23583674430847168"
"trained_49","finished","complete","trained","49","0.25","0.4714697003364563"
"trained_49","finished","","trained","49","1","0.6312238574028015"
"trained_49","finished","complete","trained","49","0.5","0.6003623008728027"
"trained_50","finished","","trained","50","1","0.6309044361114502"
"trained_50","finished","complete","trained","50","0.5","0.5670989751815796"
"trained_50","finished","complete","trained","50","0.25","0.43125152587890625"
"trained_50","finished","complete","trained","50","0.1","0.10508638620376588"
"trained_50","finished","complete","trained","50","0.05","0.10342586040496826"
"trained_51","finished","complete","trained","51","0.05","0.07613307237625122"
"trained_51","finished","complete","trained","51","0.1","0.3113657236099243"
"trained_51","finished","complete","trained","51","0.25","0.47692441940307617"
"trained_51","finished","complete","trained","51","0.5","0.5765835046768188"
"trained_51","finished","","trained","51","1","0.6253379583358765"
